        42         42       2199
        42         42       2315
        42         42       2372
        42         42       3159
        42         42       3186
        42         42       4750
        42         42       4995
        43         43       2495
        44         44       2199
        44         44       2315
        44         44       2372
        44         44       3159
        44         44       3186
        44         44       4750
        44         44       4995
        45         45       1040
        45         45       2199
        45         45       2315
        45         45       2372
        45         45       3159
        45         45       3186
        45         45       4750
        45         45       4995
        46         46       1040
        46         46       2199
        46         46       2315
        46         46       2372
        46         46       3159
        46         46       3186
        46         46       4750
        46         46       4995
        47         47       1040
        47         47       2315
        47         47       2372
        47         47       3159
        47         47       3186
        47         47       4995
        48         48       2495
        49         49       2315
        49         49       3159
        49         49       3186
        49         49       4750
        50         50       1040
        50         50       2199
        50         50       2315
        50         50       2372
        50         50       3159
        50         50       3186
        50         50       4750
        50         50       4995
        51         51       1040
        51         51       2199
        51         51       2315
        51         51       2372
        51         51       3159
        51         51       3186
        51         51       4995
        52         52       1040
        52         52       2199
        52         52       2315
        52         52       2372
        52         52       3159
        52         52       3186
        52         52       4750
        52         52       4995
        53         53       1040
        53         53       2199
        53         53       2315
        53         53       2372
        53         53       2495
        53         53       3159
        53         53       3186
        53         53       4750
        53         53       4995
        54         54       2495
        55         55       1040
        55         55       2199
        55         55       2315
        55         55       2372
        55         55       3159
        55         55       3186
        55         55       4750
        55         55       4995
        56         56       2495
        56         56       2872
        57         57       1040
        57         57       2199
        57         57       2315
        57         57       2372
        57         57       3159
        57         57       3186
        57         57       4750
        57         57       4995
        58         58       2495
        59         59       1040
        59         59       2199
        59         59       2315
        59         59       2372
        59         59       3159
        59         59       3186
        59         59       4750
        59         59       4995
        60         60       2495
        61         61       2495
        62         62       1040
        62         62       2199
        62         62       2315
        62         62       2372
        62         62       3159
        62         62       3186
        62         62       4750
        63         63       1040
        63         63       2199
        63         63       2315
        63         63       2372
        63         63       3159
        63         63       3186
        63         63       4750
        63         63       4995
        64         64       1280
        64         64       2495
        64         64       2872
        65         65       1040
        65         65       2199
        65         65       2315
        65         65       2372
        65         65       2495
        65         65       3159
        65         65       3186
        65         65       4750
        65         65       4995
        66         66       2495
        67         67       1040
        67         67       2199
        67         67       2315
        67         67       2372
        67         67       3159
        67         67       3186
        67         67       4750
        67         67       4995
        68         68       1040
        68         68       2199
        68         68       2372
        68         68       3159
        68         68       3186
        68         68       4995
        69         69       1040
        69         69       2199
        69         69       2315
        69         69       2372
        69         69       3159
        69         69       3186
        69         69       4750
        69         69       4995
        70         70       1040
        70         70       2199
        70         70       2315
        70         70       2372
        70         70       3159
        70         70       3186
        70         70       4750
        70         70       4995
        71         71       1040
        71         71       2199
        71         71       2315
        71         71       2372
        71         71       2495
        71         71       3159
        71         71       3186
        71         71       4750
        72         72       2495
        73         73       1040
        73         73       1280
        73         73       2199
        73         73       2315
        73         73       2372
        73         73       2495
        73         73       3159
        73         73       3186
        73         73       4750
        73         73       4995
        74         74       1280
        74         74       2495
        74         74       2872
        75         75       1040
        75         75       2199
        75         75       2315
        75         75       2372
        75         75       3159
        75         75       3186
        75         75       4750
        75         75       4995
        76         76       1040
        76         76       2199
        76         76       2315
        76         76       2372
        76         76       2495
        76         76       3159
        76         76       3186
        76         76       4750
        76         76       4995
        77         77       1040
        77         77       2199
        77         77       2315
        77         77       2372
        77         77       3159
        77         77       3186
        77         77       4750
        77         77       4995
        78         78       2495
        79         79       1040
        79         79       2199
        79         79       2315
        79         79       2372
        79         79       3159
        79         79       3186
        79         79       4750
        79         79       4995
        80         80       2495
        81         81       1040
        81         81       2199
        81         81       2315
        81         81       2372
        81         81       3159
        81         81       3186
        81         81       4750
        81         81       4995
        82         82       1040
        82         82       2199
        82         82       2315
        82         82       2372
        82         82       3159
        82         82       3186
        82         82       4750
        82         82       4995
        83         83       1040
        83         83       2199
        83         83       2315
        83         83       2372
        83         83       3159
        83         83       3186
        83         83       4750
        83         83       4995
        84         84       2495
        85         85       1040
        85         85       2199
        85         85       2315
        85         85       2372
        85         85       3159
        85         85       3186
        85         85       4750
        85         85       4995
        86         86       1040
        86         86       2199
        86         86       2315
        86         86       2372
        86         86       3159
        86         86       3186
        86         86       4750
        86         86       4995
        87         87       1280
        87         87       2495
        87         87       2872
        88         88       2495
        89         89       1040
        89         89       2199
        89         89       2315
        89         89       2372
        89         89       3159
        89         89       3186
        89         89       4750
        89         89       4995
        90         90       1040
        90         90       2199
        90         90       2315
        90         90       2372
        90         90       2495
        90         90       3159
        90         90       3186
        90         90       4750
        90         90       4995
        91         91       1040
        91         91       2199
        91         91       2315
        91         91       2372
        91         91       3159
        91         91       3186
        91         91       4750
        91         91       4995
        92         92       1040
        92         92       2199
        92         92       3159
        92         92       4750
        93         93       2495
        94         94       1040
        94         94       2199
        94         94       2315
        94         94       2372
        94         94       3159
        94         94       3186
        94         94       4750
        94         94       4995
        95         95       2495
        96         96       1040
        96         96       2199
        96         96       2315
        96         96       2372
        96         96       3159
        96         96       3186
        96         96       4750
        96         96       4995
        97         97       1040
        97         97       2199
        97         97       2315
        97         97       2372
        97         97       3159
        97         97       3186
        97         97       4750
        97         97       4995
        98         98       1040
        98         98       2199
        98         98       2315
        98         98       2372
        98         98       3159
        98         98       3186
        98         98       4750
        98         98       4995
        99         99       1040
        99         99       1280
        99         99       2199
        99         99       2315
        99         99       2372
        99         99       2495
        99         99       2872
        99         99       3186
        99         99       4750
        99         99       4995
       100        100       2495
       101        101       2495
       101        101       2872
       102        102       1040
       102        102       2199
       102        102       2315
       102        102       2372
       102        102       3159
       102        102       3186
       102        102       4750
       102        102       4995
       103        103       1040
       103        103       2199
       103        103       2315
       103        103       2372
       103        103       3159
       103        103       4995
       104        104       2495
       105        105       1040
       105        105       2199
       105        105       2315
       105        105       2372
       105        105       3159
       105        105       3186
       105        105       4750
       105        105       4995
       106        106       1040
       106        106       2199
       106        106       2315
       106        106       2372
       106        106       2495
       106        106       3159
       106        106       3186
       106        106       4750
       106        106       4995
       107        107       2495
       108        108       1040
       108        108       2199
       108        108       2315
       108        108       2372
       108        108       3159
       108        108       4750
       108        108       4995
       109        109       1040
       109        109       2199
       109        109       2315
       109        109       2372
       109        109       2495
       109        109       3159
       109        109       3186
       109        109       4750
       109        109       4995
       110        110       2495
       111        111       1040
       111        111       2199
       111        111       2315
       111        111       2372
       111        111       2495
       111        111       3159
       111        111       3186
       111        111       4750
       112        112       2199
       112        112       2315
       112        112       2372
       112        112       3159
       112        112       3186
       112        112       4995
       113        113       1040
       113        113       2199
       113        113       2315
       113        113       2495
       113        113       3159
       113        113       3186
       113        113       4750
       113        113       4995
       114        114       1040
       114        114       2199
       114        114       2315
       114        114       2372
       114        114       3159
       114        114       3186
       114        114       4750
       114        114       4995
       115        115       1040
       115        115       2199
       115        115       2315
       115        115       2372
       115        115       3159
       115        115       3186
       115        115       4750
       115        115       4995
       116        116       1040
       116        116       2315
       116        116       2372
       116        116       3159
       116        116       3186
       116        116       4995
       117        117       1040
       117        117       2199
       117        117       2315
       117        117       2372
       117        117       3159
       117        117       3186
       117        117       4750
       117        117       4995
       118        118       1040
       118        118       2199
       118        118       2315
       118        118       2372
       118        118       3159
       118        118       3186
       118        118       4750
       118        118       4995
       119        119       1040
       119        119       2199
       119        119       2315
       119        119       2372
       119        119       3186
       119        119       4750
       120        120       1040
       120        120       2199
       120        120       2315
       120        120       2372
       120        120       3159
       120        120       3186
       120        120       4750
       120        120       4995
       121        121       1040
       121        121       2199
       121        121       2315
       121        121       2372
       121        121       3159
       121        121       3186
       121        121       4750
       121        121       4995
       122        122       2199
       122        122       2315
       122        122       2372
       122        122       3159
       122        122       3186
       122        122       4750
       122        122       4995
       123        123       1040
       123        123       2315
       123        123       2372
       123        123       3159
       123        123       3186
       123        123       4750
       123        123       4995
       124        124       2495
       125        125       1040
       125        125       2199
       125        125       2315
       125        125       2372
       125        125       3159
       125        125       3186
       125        125       4750
       125        125       4995
       126        126       1040
       126        126       2199
       126        126       2315
       126        126       2372
       126        126       3159
       126        126       3186
       126        126       4750
       126        126       4995
       127        127       2495
       128        128       2495
       129        129       1040
       129        129       2199
       129        129       2315
       129        129       2372
       129        129       3159
       129        129       3186
       129        129       4750
       129        129       4995
       130        130       1280
       130        130       2495
       130        130       2872
       131        131       1040
       131        131       2199
       131        131       2372
       131        131       3159
       131        131       3186
       131        131       4995
       132        132       1280
       132        132       2495
       132        132       2872
       133        133       1040
       133        133       2199
       133        133       2315
       133        133       2372
       133        133       3159
       133        133       3186
       133        133       4750
       133        133       4995
       134        134       1040
       134        134       2199
       134        134       2315
       134        134       3159
       134        134       3186
       134        134       4750
       134        134       4995
       135        135       1040
       135        135       2315
       135        135       2372
       135        135       3159
       135        135       3186
       135        135       4750
       135        135       4995
       136        136       1040
       136        136       2199
       136        136       2315
       136        136       2372
       136        136       2495
       136        136       3159
       136        136       3186
       136        136       4750
       136        136       4995
       137        137       1040
       137        137       2199
       137        137       2315
       137        137       2372
       137        137       3159
       137        137       3186
       137        137       4750
       137        137       4995
       138        138       1040
       138        138       2199
       138        138       2315
       138        138       2372
       138        138       2495
       138        138       3159
       138        138       3186
       138        138       4750
       138        138       4995
       139        139       1040
       139        139       2199
       139        139       2315
       139        139       2372
       139        139       3159
       139        139       3186
       139        139       4750
       139        139       4995
       140        140       2495
       141        141       1040
       141        141       2199
       141        141       2315
       141        141       2372
       141        141       2495
       141        141       3159
       141        141       3186
       141        141       4750
       141        141       4995
       142        142       2495
       143        143       1040
       143        143       2199
       143        143       2315
       143        143       2372
       143        143       3159
       143        143       3186
       143        143       4750
       143        143       4995
       144        144       1040
       144        144       2315
       144        144       2372
       144        144       3159
       144        144       3186
       144        144       4750
       144        144       4995
       145        145       1040
       145        145       2199
       145        145       2315
       145        145       2372
       145        145       2495
       145        145       3159
       145        145       3186
       145        145       4750
       145        145       4995
       146        146       2495
       147        147       1040
       147        147       2199
       147        147       2315
       147        147       2372
       147        147       3159
       147        147       3186
       147        147       4750
       147        147       4995
       148        148       2495
       149        149       1040
       149        149       2199
       149        149       2315
       149        149       2372
       149        149       3159
       149        149       3186
       149        149       4750
       149        149       4995
       150        150       1040
       150        150       2199
       150        150       2315
       150        150       2372
       150        150       3159
       150        150       3186
       150        150       4750
       150        150       4995
       151        151       1040
       151        151       2199
       151        151       2315
       151        151       2372
       151        151       2495
       151        151       3159
       151        151       3186
       151        151       4750
       151        151       4995
       152        152       2495
       152        152       3159
       152        152       3186
       152        152       4750
       152        152       4995
       153        153       2495
       154        154       1040
       154        154       2199
       154        154       2315
       154        154       2372
       154        154       3159
       154        154       3186
       154        154       4750
       154        154       4995
       155        155       1040
       155        155       2315
       155        155       2372
       155        155       2495
       155        155       3159
       155        155       3186
       155        155       4750
       155        155       4995
       156        156       1040
       156        156       2199
       156        156       2315
       156        156       2372
       156        156       2495
       156        156       3159
       156        156       3186
       156        156       4750
       156        156       4995
       157        157       1280
       157        157       2495
       157        157       2872
       158        158       3159
       158        158       4750
       159        159       2199
       159        159       2315
       159        159       2372
       159        159       3159
       159        159       3186
       159        159       4750
       159        159       4995
       160        160       1040
       160        160       2199
       160        160       2315
       160        160       2372
       160        160       2495
       160        160       3159
       160        160       3186
       160        160       4750
       160        160       4995
       161        161       2199
       161        161       2315
       161        161       2372
       161        161       2495
       161        161       3159
       161        161       3186
       161        161       4750
       161        161       4995
       162        162       1040
       162        162       1280
       162        162       2199
       162        162       2315
       162        162       2372
       162        162       2495
       162        162       2872
       162        162       3159
       162        162       3186
       162        162       4750
       162        162       4995
       163        163       1040
       163        163       2199
       163        163       2315
       163        163       2372
       163        163       3159
       163        163       3186
       163        163       4750
       163        163       4995
       164        164       1040
       164        164       2199
       164        164       2315
       164        164       2372
       164        164       3159
       164        164       3186
       164        164       4750
       164        164       4995
       165        165       1040
       165        165       2199
       165        165       2372
       165        165       3186
       165        165       4750
       165        165       4995
       166        166       1040
       166        166       2199
       166        166       2315
       166        166       2372
       166        166       2495
       166        166       3159
       166        166       3186
       166        166       4750
       166        166       4995
       167        167       1040
       167        167       2199
       167        167       2315
       167        167       2372
       167        167       2495
       167        167       3159
       167        167       3186
       167        167       4750
       167        167       4995
       168        168       1280
       168        168       2495
       168        168       2872
       169        169       1040
       169        169       2199
       169        169       2315
       169        169       2372
       169        169       3159
       169        169       4750
       170        170       1040
       170        170       2199
       170        170       2315
       170        170       2495
       170        170       3159
       170        170       3186
       170        170       4750
       170        170       4995
       171        171       1040
       171        171       2199
       171        171       2315
       171        171       3159
       171        171       3186
       171        171       4995
       172        172       1040
       172        172       2199
       172        172       2315
       172        172       2372
       172        172       3159
       172        172       3186
       172        172       4750
       172        172       4995
       173        173       1040
       173        173       2199
       173        173       2315
       173        173       2372
       173        173       3159
       173        173       3186
       173        173       4750
       173        173       4995
       174        174       1040
       174        174       2199
       174        174       2315
       174        174       2372
       174        174       3159
       174        174       3186
       174        174       4750
       174        174       4995
       175        175       1040
       175        175       2199
       175        175       2315
       175        175       3159
       175        175       3186
       175        175       4750
       175        175       4995
       176        176       1280
       176        176       2495
       176        176       2872
       177        177       1040
       177        177       2199
       177        177       2315
       177        177       2372
       177        177       3159
       177        177       3186
       177        177       4750
       177        177       4995
       178        178       2495
       179        179       1280
       179        179       2495
       179        179       2872
       180        180       1040
       180        180       2199
       180        180       2315
       180        180       2372
       180        180       2495
       180        180       3159
       180        180       3186
       180        180       4750
       180        180       4995
       181        181       1280
       181        181       2495
       181        181       2872
       182        182       1040
       182        182       2199
       182        182       2372
       182        182       2495
       182        182       3159
       182        182       3186
       182        182       4750
       182        182       4995
       183        183       1040
       183        183       2199
       183        183       2315
       183        183       2372
       183        183       2495
       183        183       3159
       183        183       3186
       183        183       4750
       183        183       4995
       184        184       1040
       184        184       2199
       184        184       2315
       184        184       2372
       184        184       3159
       184        184       3186
       184        184       4750
       184        184       4995
       185        185       2495
       186        186       1040
       186        186       2199
       186        186       2315
       186        186       2372
       186        186       3159
       186        186       3186
       186        186       4750
       186        186       4995
       187        187       2495
       188        188       1040
       188        188       2199
       188        188       2315
       188        188       2372
       188        188       3159
       188        188       3186
       188        188       4750
       188        188       4995
       189        189       1040
       189        189       2199
       189        189       2315
       189        189       2372
       189        189       3159
       189        189       3186
       189        189       4750
       189        189       4995
       190        190       2495
       191        191       2199
       191        191       2315
       191        191       3159
       191        191       3186
       191        191       4750
       192        192       1040
       192        192       2199
       192        192       2315
       192        192       2372
       192        192       2495
       192        192       3159
       192        192       3186
       192        192       4750
       192        192       4995
       193        193       1040
       193        193       2199
       193        193       2315
       193        193       2372
       193        193       2495
       193        193       3159
       193        193       3186
       193        193       4750
       193        193       4995
       194        194       1040
       194        194       2199
       194        194       2315
       194        194       2372
       194        194       2495
       194        194       3159
       194        194       3186
       194        194       4750
       195        195       2495
       196        196       1040
       196        196       2199
       196        196       2315
       196        196       2495
       196        196       3159
       196        196       3186
       196        196       4750
       196        196       4995
       197        197       1280
       197        197       2495
       197        197       2872
       198        198       1040
       198        198       2199
       198        198       2315
       198        198       2372
       198        198       2495
       198        198       3159
       198        198       3186
       198        198       4750
       198        198       4995
       199        199       1040
       199        199       2199
       199        199       2315
       199        199       2372
       199        199       2495
       199        199       3159
       199        199       3186
       199        199       4750
       199        199       4995
       200        200       1040
       200        200       2199
       200        200       2315
       200        200       2372
       200        200       3159
       200        200       3186
       200        200       4995
       201        201       1040
       201        201       2199
       201        201       2315
       201        201       2372
       201        201       3159
       201        201       3186
       201        201       4750
       201        201       4995
       202        202       2199
       202        202       2315
       202        202       2372
       202        202       3159
       202        202       3186
       202        202       4750
       202        202       4995
       203        203       2495
       204        204       1040
       204        204       2199
       204        204       2315
       204        204       2372
       204        204       3159
       204        204       3186
       204        204       4750
       204        204       4995
       205        205       1040
       205        205       2199
       205        205       2315
       205        205       2372
       205        205       3159
       205        205       3186
       205        205       4750
       205        205       4995
       206        206       1040
       206        206       2199
       206        206       2315
       206        206       2372
       206        206       3159
       206        206       3186
       206        206       4750
       206        206       4995
       207        207       1040
       207        207       2199
       207        207       2315
       207        207       2372
       207        207       3159
       207        207       3186
       207        207       4750
       207        207       4995
       208        208       1040
       208        208       2199
       208        208       2372
       208        208       2495
       208        208       3159
       208        208       3186
       208        208       4750
       208        208       4995
       209        209       1040
       209        209       2199
       209        209       2315
       209        209       2372
       209        209       2495
       209        209       3159
       209        209       3186
       209        209       4750
       210        210       1040
       210        210       2199
       210        210       2315
       210        210       2372
       210        210       3159
       210        210       3186
       210        210       4750
       210        210       4995
       211        211       1040
       211        211       2199
       211        211       2315
       211        211       2372
       211        211       3159
       211        211       3186
       211        211       4750
       211        211       4995
       212        212       2199
       212        212       2315
       212        212       2372
       212        212       3159
       212        212       3186
       212        212       4750
       212        212       4995
       213        213       2495
       214        214       1040
       214        214       2199
       214        214       2315
       214        214       2372
       214        214       3159
       214        214       3186
       214        214       4750
       214        214       4995
       215        215       2495
       215        215       2872
       216        216       1040
       216        216       2199
       216        216       2315
       216        216       2372
       216        216       3159
       216        216       3186
       216        216       4750
       216        216       4995
       217        217       1040
       217        217       2315
       217        217       2372
       217        217       2495
       217        217       3159
       217        217       3186
       217        217       4750
